id,final selection,ontology order,acronym,name,voxel count
259,0,452,ENTmv1,"Entorhinal area, medial part, ventral zone, layer 1",105
324,0,453,ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2",102
371,0,454,ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",20
419,0,455,ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4",0
1133,0,456,ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6",4
843,1,457,PAR,Parasubiculum,1104
10693,0,458,PAR1,"Parasubiculum, layer 1",201
10694,0,459,PAR2,"Parasubiculum, layer 2",610
10695,0,460,PAR3,"Parasubiculum, layer 3",293
1037,1,461,POST,Postsubiculum,789
10696,0,462,POST1,"Postsubiculum, layer 1",210
10697,0,463,POST2,"Postsubiculum, layer 2",324
10698,0,464,POST3,"Postsubiculum, layer 3",255
1084,1,465,PRE,Presubiculum,1309
10699,0,466,PRE1,"Presubiculum, layer 1",323
10700,0,467,PRE2,"Presubiculum, layer 2",624
10701,0,468,PRE3,"Presubiculum, layer 3",362
502,0,469,SUB,Subiculum,5163
509,1,470,SUBd,"Subiculum, dorsal part",1340
829,0,471,SUBd-m,"Subiculum, dorsal part, molecular layer",207
845,0,472,SUBd-sp,"Subiculum, dorsal part, pyramidal layer",860
837,0,473,SUBd-sr,"Subiculum, dorsal part, stratum radiatum",273
518,1,474,SUBv,"Subiculum, ventral part",3823
853,0,475,SUBv-m,"Subiculum, ventral part, molecular layer",788
870,0,476,SUBv-sp,"Subiculum, ventral part, pyramidal layer",2525
861,0,477,SUBv-sr,"Subiculum, ventral part, stratum radiatum",510
703,0,478,CTXsp,Cortical subplate,6669
16,0,479,6b,"Layer 6b, isocortex",0
583,1,480,CLA,Claustrum,885
942,0,481,EP,Endopiriform nucleus,2496
952,1,482,EPd,"Endopiriform nucleus, dorsal part",2009
966,1,483,EPv,"Endopiriform nucleus, ventral part",487
131,1,484,LA,Lateral amygdalar nucleus,556
295,1,485,BLA,Basolateral amygdalar nucleus,1381
303,0,486,BLAa,"Basolateral amygdalar nucleus, anterior part",729
311,0,487,BLAp,"Basolateral amygdalar nucleus, posterior part",413
451,0,488,BLAv,"Basolateral amygdalar nucleus, ventral part",239
319,1,489,BMA,Basomedial amygdalar nucleus,1053
327,0,490,BMAa,"Basomedial amygdalar nucleus, anterior part",298
334,0,491,BMAp,"Basomedial amygdalar nucleus, posterior part",755
780,1,492,PA,Posterior amygdalar nucleus,298
623,0,493,CNU,Cerebral nuclei,49831
477,0,494,STR,Striatum,40523
485,0,495,STRd,Striatum dorsal region,23893
672,1,496,CP,Caudoputamen,23893
493,0,497,STRv,Striatum ventral region,9301
56,1,498,ACB,Nucleus accumbens,4904
998,1,499,FS,Fundus of striatum,331
754,1,500,OT,Olfactory tubercle,4066
481,0,501,isl,Islands of Calleja,266
489,0,502,islm,Major island of Calleja,52
144,0,503,OT1-3,"Olfactory tubercle, layers 1-3",0
458,0,504,OT1,"Olfactory tubercle, molecular layer",1441
465,0,505,OT2,"Olfactory tubercle, pyramidal layer",1267
473,0,506,OT3,"Olfactory tubercle, polymorph layer",1040
275,0,507,LSX,Lateral septal complex,3518
242,0,508,LS,Lateral septal nucleus,3201
250,1,509,LSc,"Lateral septal nucleus, caudal (caudodorsal) part",690
258,1,510,LSr,"Lateral septal nucleus, rostral (rostroventral) part",2398
266,1,511,LSv,"Lateral septal nucleus, ventral part",113
310,1,512,SF,Septofimbrial nucleus,230
333,1,513,SH,Septohippocampal nucleus,87
278,0,514,sAMY,Striatum-like amygdalar nuclei,3811
23,1,515,AAA,Anterior amygdalar area,624
292,1,516,BA,Bed nucleus of the accessory olfactory tract,61
536,1,517,CEA,Central amygdalar nucleus,1236
544,0,518,CEAc,"Central amygdalar nucleus, capsular part",460
551,0,519,CEAl,"Central amygdalar nucleus, lateral part",196
559,0,520,CEAm,"Central amygdalar nucleus, medial part",580
1105,1,521,IA,Intercalated amygdalar nucleus,180
403,1,522,MEA,Medial amygdalar nucleus,1493
411,0,523,MEAad,"Medial amygdalar nucleus, anterodorsal part",686
418,0,524,MEAav,"Medial amygdalar nucleus, anteroventral part",383
426,0,525,MEApd,"Medial amygdalar nucleus, posterodorsal part",354
472,0,526,MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a",151
480,0,527,MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b",97
487,0,528,MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c",106
435,0,529,MEApv,"Medial amygdalar nucleus, posteroventral part",70
803,0,530,PAL,Pallidum,9308
818,0,531,PALd,"Pallidum, dorsal region",2131
1022,1,532,GPe,"Globus pallidus, external segment",1807
1031,1,533,GPi,"Globus pallidus, internal segment",324
835,0,534,PALv,"Pallidum, ventral region",3673
342,1,535,SI,Substantia innominata,3297
298,1,536,MA,Magnocellular nucleus,376
826,0,537,PALm,"Pallidum, medial region",2018
904,0,538,MSC,Medial septal complex,1859
564,1,539,MS,Medial septal nucleus,691
596,1,540,NDB,Diagonal band nucleus,1168
581,1,541,TRS,Triangular nucleus of septum,159
809,0,542,PALc,"Pallidum, caudal region",1486
351,1,543,BST,Bed nuclei of the stria terminalis,1481
359,0,544,BSTa,"Bed nuclei of the stria terminalis, anterior division",894
537,0,545,BSTal,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",261
498,0,546,BSTam,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",315
505,0,547,BSTdm,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",29
513,0,548,BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",30
546,0,549,BSTju,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",11
521,0,550,BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",57
554,0,551,BSTov,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",77
562,0,552,BSTrh,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",49
529,0,553,BSTv,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",65
367,0,554,BSTp,"Bed nuclei of the stria terminalis, posterior division",587
569,0,555,BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",3
578,0,556,BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",292
585,0,557,BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",226
594,0,558,BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",40
602,0,559,BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension",26
287,1,560,BAC,Bed nucleus of the anterior commissure,5
343,0,561,BS,Brain stem,105960
1129,0,562,IB,Interbrain,34518
549,0,563,TH,Thalamus,19084
864,0,564,DORsm,"Thalamus, sensory-motor cortex related",6278
637,0,565,VENT,Ventral group of the dorsal thalamus,4306
629,1,566,VAL,Ventral anterior-lateral complex of the thalamus,1196
685,1,567,VM,Ventral medial nucleus of the thalamus,665
709,0,568,VP,Ventral posterior complex of the thalamus,2445
718,1,569,VPL,Ventral posterolateral nucleus of the thalamus,923
725,1,570,VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",64
733,1,571,VPM,Ventral posteromedial nucleus of the thalamus,1301
741,1,572,VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",157
406,0,573,SPF,Subparafascicular nucleus,356
414,1,574,SPFm,"Subparafascicular nucleus, magnocellular part",77
422,1,575,SPFp,"Subparafascicular nucleus, parvicellular part",279
609,1,576,SPA,Subparafascicular area,73
1044,1,577,PP,Peripeduncular nucleus,111
1008,0,578,GENd,"Geniculate group, dorsal thalamus",1432
475,0,579,MG,Medial geniculate complex,827
1072,1,580,MGd,"Medial geniculate complex, dorsal part",206
1079,1,581,MGv,"Medial geniculate complex, ventral part",446
1088,1,582,MGm,"Medial geniculate complex, medial part",175
170,1,583,LGd,Dorsal part of the lateral geniculate complex,605
856,0,584,DORpm,"Thalamus, polymodal association cortex related",11417
138,0,585,LAT,Lateral group of the dorsal thalamus,2219
218,1,586,LP,Lateral posterior nucleus of the thalamus,856
1020,1,587,PO,Posterior complex of the thalamus,1102
1029,1,588,POL,Posterior limiting nucleus of the thalamus,155
325,1,589,SGN,Suprageniculate nucleus,106
239,0,590,ATN,Anterior group of the dorsal thalamus,2069
255,1,591,AV,Anteroventral nucleus of thalamus,385
127,0,592,AM,Anteromedial nucleus,458
1096,1,593,AMd,"Anteromedial nucleus, dorsal part",359
1104,1,594,AMv,"Anteromedial nucleus, ventral part",99
64,1,595,AD,Anterodorsal nucleus,155
1120,1,596,IAM,Interanteromedial nucleus of the thalamus,44
1113,1,597,IAD,Interanterodorsal nucleus of the thalamus,80
155,1,598,LD,Lateral dorsal nucleus of thalamus,947
444,0,599,MED,Medial group of the dorsal thalamus,1631
59,1,600,IMD,Intermediodorsal nucleus of the thalamus,213
362,1,601,MD,Mediodorsal nucleus of thalamus,1193
617,0,602,MDc,"Mediodorsal nucleus of the thalamus, central part",205
626,0,603,MDl,"Mediodorsal nucleus of the thalamus, lateral part",450
636,0,604,MDm,"Mediodorsal nucleus of the thalamus, medial part",538
366,1,605,SMT,Submedial nucleus of the thalamus,202
1077,1,606,PR,Perireunensis nucleus,23
571,0,607,MTN,Midline group of the dorsal thalamus,1449
149,1,608,PVT,Paraventricular nucleus of the thalamus,615
15,1,609,PT,Parataenial nucleus,118
181,1,610,RE,Nucleus of reunions,716
51,0,611,ILM,Intralaminar nuclei of the dorsal thalamus,1591
189,1,612,RH,Rhomboid nucleus,221
599,1,613,CM,Central medial nucleus of the thalamus,390
907,1,614,PCN,Paracentral nucleus,199
575,1,615,CL,Central lateral nucleus of the thalamus,285
930,1,616,PF,Parafascicular nucleus,496
262,1,617,RT,Reticular nucleus of the thalamus,1395
1014,0,618,GENv,"Geniculate group, ventral thalamus",531
27,1,619,IGL,Intergeniculate leaflet of the lateral geniculate complex,98
178,1,620,LGv,Ventral part of the lateral geniculate complex,409
300,0,621,LGvl,"Ventral part of the lateral geniculate complex, lateral zone",0
316,0,622,LGvm,"Ventral part of the lateral geniculate complex, medial zone",0
321,1,623,SubG,Subgeniculate nucleus,24
958,0,624,EPI,Epithalamus,532
483,1,625,MH,Medial habenula,225
186,1,626,LH,Lateral habenula,307
953,0,627,PIN,Pineal body,0
1097,0,628,HY,Hypothalamus,15434
157,0,629,PVZ,Periventricular zone,707
390,1,630,SO,Supraoptic nucleus,28
332,1,631,ASO,Accessory supraoptic group,2
432,0,632,NC,Nucleus circularis,2
38,1,633,PVH,Paraventricular hypothalamic nucleus,283
71,0,634,PVHm,"Paraventricular hypothalamic nucleus, magnocellular division",50
47,0,635,PVHam,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",0
79,0,636,PVHmm,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",13
103,0,637,PVHpm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",37
652,0,638,PVHpml,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",32
660,0,639,PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",5
94,0,640,PVHp,"Paraventricular hypothalamic nucleus, parvicellular division",233
55,0,641,PVHap,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",104
87,0,642,PVHmpd,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",89
110,0,643,PVHpv,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",40
30,1,644,PVa,"Periventricular hypothalamic nucleus, anterior part",17
118,1,645,PVi,"Periventricular hypothalamic nucleus, intermediate part",112
223,1,646,ARH,Arcuate hypothalamic nucleus,265
141,0,647,PVR,Periventricular region,2323
72,1,648,ADP,Anterodorsal preoptic nucleus,37
80,0,649,AHA,Anterior hypothalamic area,0
263,1,650,AVP,Anteroventral preoptic nucleus,67
272,1,651,AVPV,Anteroventral periventricular nucleus,76
830,1,652,DMH,Dorsomedial nucleus of the hypothalamus,484
668,0,653,DMHa,"Dorsomedial nucleus of the hypothalamus, anterior part",291
676,0,654,DMHp,"Dorsomedial nucleus of the hypothalamus, posterior part",88
684,0,655,DMHv,"Dorsomedial nucleus of the hypothalamus, ventral part",105
452,1,656,MEPO,Median preoptic nucleus,167
523,1,657,MPO,Medial preoptic area,903
763,1,658,OV,Vascular organ of the lamina terminalis,16
914,1,659,PD,Posterodorsal preoptic nucleus,2
1109,1,660,PS,Parastrial nucleus,31
1124,0,661,PSCH,Suprachiasmatic preoptic nucleus,0
126,1,662,PVp,"Periventricular hypothalamic nucleus, posterior part",149
133,1,663,PVpo,"Periventricular hypothalamic nucleus, preoptic part",94
347,1,664,SBPV,Subparaventricular zone,156
286,1,665,SCH,Suprachiasmatic nucleus,106
338,1,666,SFO,Subfornical organ,4
689,1,667,VLPO,Ventrolateral preoptic nucleus,31
467,0,668,MEZ ,Hypothalamic medial zone,3096
88,1,669,AHN,Anterior hypothalamic nucleus,842
700,0,670,AHNa,"Anterior hypothalamic nucleus, anterior part",239
708,0,671,AHNc,"Anterior hypothalamic nucleus, central part",474
716,0,672,AHNd,"Anterior hypothalamic nucleus, dorsal part",0
724,0,673,AHNp,"Anterior hypothalamic nucleus, posterior part",129
331,0,674,MBO,Mammillary body,666
210,1,675,LM,Lateral mammillary nucleus,53
491,1,676,MM,Medial mammillary nucleus,374
732,0,677,Mmme,"Medial mammillary nucleus, median part",17
525,1,678,SUM ,Supramammillary nucleus,191
1110,0,679,SUMl,"Supramammillary nucleus, lateral part",138
1118,0,680,SUMm,"Supramammillary nucleus, medial part",53
557,0,681,TM,Tuberomammillary nucleus,48
1126,1,682,TMd,"Tuberomammillary nucleus, dorsal part",17
1,1,683,TMv,"Tuberomammillary nucleus, ventral part",31
515,1,684,MPN,Medial preoptic nucleus,215
740,0,685,MPNc,"Medial preoptic nucleus, central part",6
748,0,686,MPNl,"Medial preoptic nucleus, lateral part",86
756,0,687,MPNm,"Medial preoptic nucleus, medial part",107
980,1,688,PMd,Dorsal premammillary nucleus,84
1004,1,689,PMv,Ventral premammillary nucleus,88
63,1,690,PVHd,"Paraventricular hypothalamic nucleus, descending division",48
439,0,691,PVHdp,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",16
447,0,692,PVHf,"Paraventricular hypothalamic nucleus, descending division, forniceal part",5
455,0,693,PVHlp,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",23
464,0,694,PVHmpv,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",4
693,1,695,VMH,Ventromedial hypothalamic nucleus,456
761,0,696,VMHa,"Ventromedial hypothalamic nucleus, anterior part",16
769,0,697,VMHc,"Ventromedial hypothalamic nucleus, central part",128
777,0,698,VMHdm,"Ventromedial hypothalamic nucleus, dorsomedial part",123
785,0,699,VMHvl,"Ventromedial hypothalamic nucleus, ventrolateral part",189
946,1,700,PH,Posterior hypothalamic nucleus,697
290,0,701,LZ,Hypothalamic lateral zone,7777
194,1,702,LHA,Lateral hypothalamic area,3568
226,1,703,LPO,Lateral preoptic area,1081
356,1,704,PST,Preparasubthalamic nucleus,14
364,1,705,PSTN,Parasubthalamic nucleus,66
173,1,706,RCH,Retrochiasmatic area,234
470,1,707,STN,Subthalamic nucleus,204
614,1,708,TU,Tuberal nucleus,466
797,1,709,ZI,Zona incerta,2144
796,0,710,A13,Dopaminergic A13 group,25
804,0,711,FF,Fields of Forel,57
10671,0,712,ME,Median eminence,55
313,0,713,MB,Midbrain,33553
339,0,714,MBsen,"Midbrain, sensory related",8672
302,1,715,SCs,"Superior colliculus, sensory related",2505
851,0,716,SCop,"Superior colliculus, optic layer",508
842,0,717,SCsg,"Superior colliculus, superficial gray layer",1227
834,0,718,SCzo,"Superior colliculus, zonal layer",770
4,0,719,IC,Inferior colliculus,5824
811,1,720,ICc,"Inferior colliculus, central nucleus",1684
820,1,721,ICd,"Inferior colliculus, dorsal nucleus",1149
828,1,722,ICe,"Inferior colliculus, external nucleus",2991
580,1,723,NB,Nucleus of the brachium of the inferior colliculus,109
271,1,724,SAG,Nucleus sagulum,93
874,1,725,PBG,Parabigeminal nucleus,64
460,1,726,MEV,Midbrain trigeminal nucleus,77
323,0,727,MBmot,"Midbrain, motor related",22333
381,1,728,SNr,"Substantia nigra, reticular part",1241
749,1,729,VTA,Ventral tegmental area,747
246,1,730,RR,"Midbrain reticular nucleus, retrorubral area",401
128,1,731,MRN,Midbrain reticular nucleus,5604
539,0,732,MRNm,"Midbrain reticular nucleus, magnocellular part",0
548,0,733,MRNmg,"Midbrain reticular nucleus, magnocellular part, general",0
555,0,734,MRNp,"Midbrain reticular nucleus, parvicellular part",0
294,1,735,SCm,"Superior colliculus, motor related",6779
26,0,736,SCdg,"Superior colliculus, motor related, deep gray layer",2327
42,0,737,SCdw,"Superior colliculus, motor related, deep white layer",114
17,0,738,SCiw,"Superior colliculus, motor related, intermediate white layer",941
10,0,739,SCig,"Superior colliculus, motor related, intermediate gray layer",3397
494,0,740,SCig-a,"Superior colliculus, motor related, intermediate gray layer, sublayer a",527
503,0,741,SCig-b,"Superior colliculus, motor related, intermediate gray layer, sublayer b",1150
511,0,742,SCig-c,"Superior colliculus, motor related, intermediate gray layer, sublayer c",271
795,1,743,PAG,Periaqueductal gray,5104
50,0,744,PRC,Precommissural nucleus,75
67,0,745,INC,Interstitial nucleus of Cajal,46
587,0,746,ND,Nucleus of Darkschewitsch,86
1100,0,747,PRT,Pretectal region,1599
215,1,748,APN,Anterior pretectal nucleus,967
531,1,749,MPT,Medial pretectal area,104
628,1,750,NOT,Nucleus of the optic tract,131
634,1,751,NPC,Nucleus of the posterior commissure,263
706,1,752,OP,Olivary pretectal nucleus,76
1061,1,753,PPT,Posterior pretectal nucleus,58
616,1,754,CUN,Cuneiform nucleus,330
214,1,755,RN,Red nucleus,357
35,1,756,III,Oculomotor nucleus,41
975,1,757,EW,Edinger-Westphal nucleus,26
115,1,758,IV,Trochlear nucleus,11
757,1,759,VTN,Ventral tegmental nucleus,51
231,1,760,AT,Anterior tegmental nucleus,31
66,1,761,LT,Lateral terminal nucleus of the accessory optic tract,11
75,0,762,DT,Dorsal terminal nucleus of the accessory optic tract,0
58,0,763,MT,Medial terminal nucleus of the accessory optic tract,0
615,0,764,SNl,"Substantia nigra, lateral part",0
348,0,765,MBsta,"Midbrain, behavioral state related",1402
374,1,766,SNc,"Substantia nigra, compact part",431
1052,1,767,PPN,Pedunculopontine nucleus,458
165,0,768,RAmb,Midbrain raphe nuclei,513
12,1,769,IF,Interfascicular nucleus raphe,31
100,1,770,IPN,Interpeduncular nucleus,257
197,1,771,RL,Rostral linear nucleus raphe,12
591,1,772,CLI,Central linear nucleus raphe,68
872,1,773,DR,Dorsal nucleus raphe,145
1065,0,774,HB,Hindbrain,37889
771,0,775,P,Pons,14128
1132,0,776,P-sen,"Pons, sensory related",3497
612,1,777,NLL,Nucleus of the lateral lemniscus,753
82,0,778,NLLd,"Nucleus of the lateral lemniscus, dorsal part",192
90,0,779,NLLh,"Nucleus of the lateral lemniscus, horizontal part",54
99,0,780,NLLv,"Nucleus of the lateral lemniscus, ventral part",507
7,1,781,PSV,Principal sensory nucleus of the trigeminal,1093
867,1,782,PB,Parabrachial nucleus,832
123,0,783,KF,Koelliker-Fuse subnucleus,151
881,0,784,PBl,"Parabrachial nucleus, lateral division",454
860,0,785,PBlc,"Parabrachial nucleus, lateral division, central lateral part",151
868,0,786,PBld,"Parabrachial nucleus, lateral division, dorsal lateral part",53
875,0,787,PBle,"Parabrachial nucleus, lateral division, external lateral part",65
883,0,788,PBls,"Parabrachial nucleus, lateral division, superior lateral part",102
891,0,789,PBlv,"Parabrachial nucleus, lateral division, ventral lateral part",83
890,0,790,PBm,"Parabrachial nucleus, medial division",227
899,0,791,PBme,"Parabrachial nucleus, medial division, external medial part",28
915,0,792,PBmm,"Parabrachial nucleus, medial division, medial medial part",199
923,0,793,PBmv,"Parabrachial nucleus, medial division, ventral medial part",0
398,1,794,SOC,Superior olivary complex,819
122,0,795,POR,"Superior olivary complex, periolivary region",688
105,0,796,SOCm,"Superior olivary complex, medial part",52
114,0,797,SOCl,"Superior olivary complex, lateral part",79
987,0,798,P-mot,"Pons, motor related",5989
280,1,799,B,Barrington's nucleus,32
880,1,800,DTN,Dorsal tegmental nucleus,97
283,0,801,LTN,Lateral tegmental nucleus,0
898,1,802,PCG,Pontine central gray,652
931,1,803,PG,Pontine gray,705
1093,1,804,PRNc,"Pontine reticular nucleus, caudal part",3159
552,0,805,PRNv,"Pontine reticular nucleus, ventral part",0
318,1,806,SG,Supragenual nucleus,18
462,0,807,SSN,Superior salivatory nucleus,0
534,1,808,SUT,Supratrigeminal nucleus,164
574,1,809,TRN,Tegmental reticular nucleus,669
621,1,810,V,Motor nucleus of trigeminal,493
1117,0,811,P-sat,"Pons, behavioral state related",3890
679,1,812,CS,Superior central nucleus raphe,584
137,0,813,CSl,"Superior central nucleus raphe, lateral part",311
130,0,814,CSm,"Superior central nucleus raphe, medial part",273
147,1,815,LC,Locus ceruleus,49
162,1,816,LDT,Laterodorsal tegmental nucleus,133
604,1,817,NI,Nucleus incertus,125
146,1,818,PRNr,Pontine reticular nucleus,2827
238,1,819,RPO,Nucleus raphe pontis,62
350,1,820,SLC,Subceruleus nucleus,34
358,1,821,SLD,Sublaterodorsal nucleus,76
354,0,822,MY,Medulla,23761
386,0,823,MY-sen,"Medulla, sensory related",5889
207,1,824,AP,Area postrema,31
607,0,825,CN,Cochlear nuclei,1502
112,0,826,CNlam,Granular lamina of the cochlear nuclei,41
560,0,827,CNspg,"Cochlear nucleus, subpedunclular granular region",43
96,1,828,DCO,Dorsal cochlear nucleus,564
101,1,829,VCO,Ventral cochlear nucleus,854
720,0,830,DCN,Dorsal column nuclei,232
711,1,831,CU,Cuneate nucleus,185
1039,1,832,GR,Gracile nucleus,47
903,1,833,ECU,External cuneate nucleus,266
642,1,834,NTB,Nucleus of the trapezoid body,147
651,1,835,NTS,Nucleus of the solitary tract,604
659,0,836,NTSce,"Nucleus of the solitary tract, central part",8
666,0,837,NTSco,"Nucleus of the solitary tract, commissural part",40
674,0,838,NTSge,"Nucleus of the solitary tract, gelatinous part",20
682,0,839,NTSl,"Nucleus of the solitary tract, lateral part",232
691,0,840,NTSm,"Nucleus of the solitary tract, medial part",304
429,1,841,SPVC,"Spinal nucleus of the trigeminal, caudal part",806
437,1,842,SPVI,"Spinal nucleus of the trigeminal, interpolar part",1707
445,1,843,SPVO,"Spinal nucleus of the trigeminal, oral part",594
77,0,844,SPVOcdm,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",38
53,0,845,SPVOmdmd,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",52
61,0,846,SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",64
45,0,847,SPVOrdm,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",98
69,0,848,SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",342
789,0,849,z,Nucleus z,0
370,0,850,MY-mot,"Medulla, motor related",15990
653,1,851,VI,Abducens nucleus,14
568,0,852,ACVI,Accessory abducens nucleus,0
661,1,853,VII,Facial motor nucleus,660
576,1,854,ACVII,Accessory facial motor nucleus,15
640,0,855,EV,Efferent vestibular nucleus,0
135,1,856,AMB,Nucleus ambiguus,143
939,0,857,AMBd,"Nucleus ambiguus, dorsal division",33
143,0,858,AMBv,"Nucleus ambiguus, ventral division",75
839,1,859,DMX,Dorsal motor nucleus of the vagus nerve,91
887,0,860,ECO,Efferent cochlear group,0
1048,1,861,GRN,Gigantocellular reticular nucleus,2972
372,1,862,ICB,Infracerebellar nucleus,6
83,1,863,IO,Inferior olivary complex,567
136,1,864,IRN,Intermediate reticular nucleus,2735
106,1,865,ISN,Inferior salivatory nucleus,58
203,1,866,LIN,Linear nucleus of the medulla,28
235,1,867,LRN,Lateral reticular nucleus,562
955,0,868,LRNm,"Lateral reticular nucleus, magnocellular part",517
963,0,869,LRNp,"Lateral reticular nucleus, parvicellular part",36
307,1,870,MARN,Magnocellular reticular nucleus,734
395,0,871,MDRN,Medullary reticular nucleus,1522
1098,1,872,MDRNd,"Medullary reticular nucleus, dorsal part",491
1107,1,873,MDRNv,"Medullary reticular nucleus, ventral part",1031
852,1,874,PARN,Parvicellular reticular nucleus,1597
859,1,875,PAS,Parasolitary nucleus,21
938,0,876,PGRN,Paragigantocellular reticular nucleus,907
970,1,877,PGRNd,"Paragigantocellular reticular nucleus, dorsal part",215
978,1,878,PGRNl,"Paragigantocellular reticular nucleus, lateral part",692
154,0,879,PHY,Perihypoglossal nuclei,374
161,0,880,NIS,Nucleus intercalatus,0
177,1,881,NR,Nucleus of Roller,18
169,1,882,PRP,Nucleus prepositus,356
995,0,883,PMR,Paramedian reticular nucleus,0
1069,1,884,PPY,Parapyramidal nucleus,53
185,0,885,PPYd,"Parapyramidal nucleus, deep part",0
193,0,886,PPYs,"Parapyramidal nucleus, superficial part",0
701,0,887,VNC,Vestibular nuclei,2545
209,1,888,LAV,Lateral vestibular nucleus,494
202,1,889,MV,Medial vestibular nucleus,1178
225,1,890,SPIV,Spinal vestibular nucleus,513
217,1,891,SUV,Superior vestibular nucleus,360
765,1,892,x,Nucleus x,52
773,1,893,XII,Hypoglossal nucleus,315
781,1,894,y,Nucleus y,19
76,0,895,INV,Interstitial nucleus of the vestibular nerve,0
379,0,896,MY-sat,"Medulla, behavioral state related",232
206,1,897,RM,Nucleus raphe magnus,134
230,1,898,RPA,Nucleus raphe pallidus,51
222,1,899,RO,Nucleus raphe obscurus,47
512,0,900,CB,Cerebellum,43963
528,0,901,CBX,Cerebellar cortex,42740
645,0,902,VERM,Vermal regions,16854
912,1,903,LING,Lingula (I),91
10707,0,904,LINGmo,"Lingula (I), molecular layer",59
10706,0,905,LINGpu,"Lingula (I), Purkinje layer",0
10705,0,906,LINGgr,"Lingula (I), granular layer",32
920,1,907,CENT,Central lobule,3839
976,0,908,CENT2,Lobule II,1278
10710,0,909,CENT2mo,"Lobule II, molecular layer",736
10709,0,910,CENT2pu,"Lobule II, Purkinje layer",0
10708,0,911,CENT2gr,"Lobule II, granular layer",542
984,0,912,CENT3,Lobule III,2561
10713,0,913,CENT3mo,"Lobule III, molecular layer",1369
10712,0,914,CENT3pu,"Lobule III, Purkinje layer",0
10711,0,915,CENT3gr,"Lobule III, granular layer",1192
928,1,916,CUL,Culmen,6635
992,0,917,CUL4,Lobule IV,0
10716,0,918,CUL4mo,"Lobule IV, molecular layer",0
10715,0,919,CUL4pu,"Lobule IV, Purkinje layer",0
10714,0,920,CUL4gr,"Lobule IV, granular layer",0
1001,0,921,CUL5,Lobule V,0
10719,0,922,CUL5mo,"Lobule V, molecular layer",0
10718,0,923,CUL5pu,"Lobule V, Purkinje layer",0
10717,0,924,CUL5gr,"Lobule V, granular layer",0
1091,0,925,"CUL4, 5",Lobules IV-V,6635
10722,0,926,"CUL4, 5mo","Lobules IV-V, molecular layer",3866
10721,0,927,"CUL4, 5pu","Lobules IV-V, Purkinje layer",0
10720,0,928,"CUL4, 5gr","Lobules IV-V, granular layer",2769
936,1,929,DEC,Declive (VI),2572
10725,0,930,DECmo,"Declive (VI), molecular layer",1450
10724,0,931,DECpu,"Declive (VI), Purkinje layer",0
10723,0,932,DECgr,"Declive (VI), granular layer",1122
944,1,933,FOTU,Folium-tuber vermis (VII),323
10728,0,934,FOTUmo,"Folium-tuber vermis (VII), molecular layer",195
10727,0,935,FOTUpu,"Folium-tuber vermis (VII), Purkinje layer",0
